,timestamp_TW,uuid,ucid,upid,problem_number,exercise_problem_repeat_session,is_correct,total_sec_taken,total_attempt_cnt,used_hint_cnt,is_hint_used,level
7221734,2018-11-02 19:30:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,dAipsKstQKUN4VipBEuqm9rBlREJoKyays23NuZ4B/A=,O5usGe+yIA3QQ8aLfvN9HlA8V8Uaary0Hs6rcnq9jcQ=,12,1,0,22,1,0,1,0
7223344,2018-11-06 16:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,IN2rf9N8yr1JT9tAJXei08vWhgCbmljAZ141KO0Bdto=,6wQmCBrFgipPnKEvcw9LjQlt4ucr2Ynll/fLqsZltb4=,4,1,1,12,1,5,0,0
7229722,2018-12-03 19:15:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,Fc5XlXIANxkaDJS1pCHnp6bBBBrzfplmaPJWEhyHdh0=,DEJYdOiCkuGlFqntuazP4kXA/94te1AvTW1dmMFE0x8=,14,1,0,8,1,0,1,1
7230095,2018-12-27 15:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,tBr8loWJrEOlzcZDaQL0Q2qMEMUVGJJiWePsXb+7O9U=,QGivcV7dEtlX9vq1WVsW9i5jjJ7IeUgUbV8xot9rfbU=,11,1,0,20,1,0,1,3
7232335,2018-12-19 21:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,vANSd42hTmOLeN7SdvJlNigKaY6CjHCx2iVDaWBVKgE=,De1YClJL10k1CuWg+0bTBU3nx3mlgnLAj3aXeBf3PWo=,7,1,1,73,2,1,0,0
7232483,2018-12-27 09:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,aQys6A/5FjGwd7dQ0KQ4h/5zmPrM7lbkwj2ZkuhMepo=,lg6iesBvxXjn9FCBML6v8fvI6s0j8m3drWaKvvEpBvI=,15,1,1,58,2,3,0,2
7233351,2018-12-04 17:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,tKPJ+aL8jZdRX7rLqbXvQRirJzPopGK2mxUlBEHW1aA=,QBrf04nTy1z+MfuCz55tsm8UlJlxl6qJY/BpC+RLXRg=,1,1,0,29,1,0,1,0
7234587,2018-12-10 13:00:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,ACm2j39xWJXyKTAf1jougSFWZZKB00Gyb0SQ+7UClvI=,49,2,0,7,1,0,1,2
7235033,2018-12-11 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,HbzxHxzxJEcXXmpGxn6HVgsAeH82lubPagM1RpCsh8E=,L0MSamnEvApvQituABl4m4+kC6PFqdrVmjr5JoCQsjs=,1,1,0,143,1,0,1,0
7235586,2018-12-03 19:15:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,Fc5XlXIANxkaDJS1pCHnp6bBBBrzfplmaPJWEhyHdh0=,baNPVEBNeqVaU/ncHdmClT60sxA3WeLJDGjJ7o0TXh8=,12,1,0,67,1,0,1,1
7235607,2018-12-24 09:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,aiQx7FTmtkEzQOA5cGnbKrlqzKkK4IAgGnwNsgrBuC4=,P+k2IeT52WmHlmLlDKe9jq5AYRacpl1qLfi0eSZg9T8=,15,1,0,71,1,0,1,3
7236531,2018-12-12 17:00:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,B1sKmLxXJgGq4v5V6OiiviSQvlRRVdG+VPhw5mtnB2A=,sScPB5rAiEmyVBgBkfCRyn3yV4PGshjYqjVZOCGt2Yo=,9,1,0,31,1,0,1,0
7237861,2018-12-17 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,cvjFCVBHPMRGgHN646n278rct/tKIPgmtYIu9XsyGe0=,mbQ8Z1MW8RTzOWLvCIPw738vrwv/o8uwr61Fyt3K3g8=,9,1,0,17,1,0,1,0
7238338,2018-12-06 12:30:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,TvBq4rNq8Bfuxgn+XZqr6qR9rSetLyfNd6vwdxaOk28=,JtTb5gPN/wOPyW2gCk2SbKg/zfp2Qe+XY9U6n67z9UI=,4,1,0,13,1,0,1,0
7238823,2018-12-27 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,C2mLl3LPA63WewP1k+Xh1aXlNuGWnhIOUKANkoz5sA8=,phSelsxixf2ipJxgu8zcTvHHNWiHl7TEdgLmyiVmXIM=,2,1,0,14,1,0,1,0
7239270,2018-12-20 15:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,tBr8loWJrEOlzcZDaQL0Q2qMEMUVGJJiWePsXb+7O9U=,7z78518t+d+J8Xu85iPI8PkdMRAorX+ygq2oY2dY/VU=,2,1,0,28,1,0,1,0
7239346,2018-12-25 12:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,FJV9jFDQLQAIAZoc7YboSSkQOkS3dNtCQAVDL874AKM=,pHozgXUTOKQK6IavIPElPng2jNEHPupEIDfw4eUe1XM=,8,1,0,10,1,0,1,0
7239834,2018-12-04 12:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,5GSDEOPz8ykUYPVBbe6s8+TAN1rUxtQgcpirWtxAP30=,voh9sPcwp1BSKmGrTq51zTseSylesNwuCm5rj8QsaZ4=,2,1,0,8,1,0,1,0
7241794,2018-12-06 13:00:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,svTmVFY7kPYUWAdDc4l5Zaim90TY7RGkFLs/eaU4FVc=,Bnu5gxM8zBFUzISgkkOKOulDX0TdnMIFDR95RrttUxA=,5,1,0,14,1,0,1,1
7242380,2018-12-14 10:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,UvC6kSISYOndybh30jYllToowJOirq81gPZsMmHnsNo=,v/sKA/1+rYI2ZyvBMKjAqVNuMYEeYv8f1shLIi5wL20=,5,1,0,63,1,0,1,0
7243518,2018-12-23 21:15:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,cvjFCVBHPMRGgHN646n278rct/tKIPgmtYIu9XsyGe0=,aAI3FumMDJ67azVN3cIw5OmfSFoKg36XQqcmyxKkhqE=,19,2,0,10,1,0,1,2
7244072,2018-12-13 09:30:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,E1brbms8OjC9eR5b/1BQp/6KHCwAlnOG7ZFwXV8S/5U=,0ROYYPIwqBifxTAXYinrv1pv2qnv+eZBsbzsITonBh4=,10,1,0,34,1,0,1,2
7245115,2018-12-07 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,+c+5BQh1a2P75VjWgg/aX+j7kru6tteMWrupq+MMQgw=,x4UQb6HIfhx7NhvkmYk+TVMJGDMgStvy0MI25bmiCBA=,1,1,0,44,1,0,1,0
7245603,2018-12-19 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,30tNTRnlyLs5r1ni/Lc0PMtHJajnPKrAhD37ZIOoIQQ=,JKhA+gvXlFCizWkFE1mQJpXn/uP46Rs4wuA+IDGQkj0=,7,1,0,24,1,0,1,1
7245929,2018-12-18 18:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,vhz7ZImgcFLciakjMFdmn0S/He85wqQkhLiYXRPpu18=,SVZ3jzWxvNeegHRn74mmEmr9scELbcMHLenQigSCZFA=,7,1,0,63,1,0,1,1
7245961,2018-12-10 13:15:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,0N0sb5lCPNuOO2cARBhDpkRyiCWeajdEP2/NdYIyUns=,77,4,0,4,1,0,1,2
7246115,2018-12-14 09:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,GBuuTGwr8n5kkbXa8dQb8tLv+dfcK0gZ9vNcFCjlDJ0=,88PIv4HR76aSxQxdousDqGs5Zpnmg5IklXVeNg0npg4=,1,1,0,13,1,0,1,0
7247553,2018-12-23 20:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,JLq4ipDD2gaVkE/NL1l6a3pfa1VXclx0VegIpE9bj5Q=,50pkWczcOAD0UWGb7mZpgLjHjO7cpg19Gf3cMp0xURY=,11,1,0,80,1,0,1,1
7250390,2018-12-25 08:30:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,iJ+Rpf5Qnw63bObvZLfXRBU4Hmi06Io+lXRGV9hsFgg=,JYINfuCbO0TraaN376vWT5BXilLVuoTh8k7EvmCPgcI=,9,1,0,16,1,0,1,1
7253570,2018-12-27 17:00:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,t01hjun7X39jNVm5uQ4Zim5uJ7au2kSCDtgaN5TBBR4=,Qr2ZUnTywVtBra1LjVYFkoxZn09C6qHFmRucjCxpKhM=,13,2,0,31,1,0,1,1
7254701,2019-03-20 13:30:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,R8DtELOi6cThZOCqTX6c+wNDtTcGGuaAufw4vCdQPsw=,OW5rvogkfYwZ7AfhxgJmFIwhwemn+EMnABl0xss1RNI=,29,1,1,59,1,4,0,0
7254929,2019-03-20 20:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,hcs3eyiRWQEO5Wybd6BiQ6pRx7ervvVydr76Z320vPI=,qF37+cUcC//UzsGSSSEb0ZWFM885+RDRJSxdN69o9vo=,1,1,0,14,1,0,1,0
7260653,2019-04-03 13:45:00 UTC,Ak47yNgwKXMoUS2aALWRhlcGYz6gXgYIu+7YsCwH70Y=,YkHODfSVaCIiF+woaqNHli0DqOr4KOxt4DKcsOdLMr8=,NpyyUT0R65JwDjj4Vsj9qvNTQHWxbE4pvDnNnwY72Fs=,6,1,1,15,1,4,0,0
7260773,2019-04-16 11:45:00 UTC,TjPY9v6Fk+ma6KB+ZkSz0KZm+MdmWFr8FX3Hu20fApM=,tBo6ECyT8IlKAM8UhQHWkqv92PRLcSiwuerfC7vNX+w=,1ecqtVVHlI6Emx+iafPSHKwlOo0JqDOzgnwvtNswc/M=,7,1,1,51,1,4,0,0
7262946,2019-01-15 20:00:00 UTC,7d++UMRHGrnoRmVXey3umeKlOwA22bCuSMbVGO9QKII=,8k9UdKViQ2bczWr7yGZpegN088XEN6uGJi0UI+kr5vU=,Bx6ksmoImPHgPzTPbOve+8HwOlYwaMBRhZRBZLeib6Y=,1,1,1,38,2,3,0,0
7263009,2019-01-10 14:45:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,cvjFCVBHPMRGgHN646n278rct/tKIPgmtYIu9XsyGe0=,cBGp7XvV+bKraacJuE2PIItkYTZ9ZtUNaFsXGZHIGSM=,5,1,1,40,2,1,0,0
7265767,2019-01-08 16:30:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,4aBoITa95u1u3wbHY37hPJIFFinn6ZnQjmZmH1sP830=,QwrWcdiboMzLqd+MQbwFfc3hF1i+xyTROjlyy1vyizc=,5,1,0,24,1,0,1,0
7266421,2019-01-10 14:45:00 UTC,egBmoioJTU2qgNm2Qn715iDOxSJzywPYbfBqbRxxkk8=,GWrfasljlyqZ+UNT8MRgzzxZcKQFFHyQVMnG7T7Wre8=,rYFg6D4VFt0bNzgnbqslV0Nf/NCgiOkb48UzFiqeeig=,4,1,0,6,1,0,1,0
7266656,2019-01-04 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,Teuwxr3okYRSPI2Y7Nou4wqGcA78ekLDx+wonvRGsOE=,XTCFBXI2Ax2LCSEzrL7ph245tt6ydw/PZiIPoVmokhw=,19,2,0,93,1,0,1,0
7267989,2019-02-04 18:15:00 UTC,fUiuB7SPD9QYApc5GYqFs2+IdzYPILeKDL8HEdGc1ek=,Pt16yAWeWMgPGXsQUWEZ8q4oNKD30uoUwMljaOi24sI=,+HealpbUtljjl+sGrnd5GDNthlnwdbf5A83SfSIRig8=,2,1,1,21,2,0,1,0
7268401,2019-02-03 13:45:00 UTC,fUiuB7SPD9QYApc5GYqFs2+IdzYPILeKDL8HEdGc1ek=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,P2sOLOLQgtu7Bqd40jCTxfNuCu0Mzs9GfVPxO6lECNo=,3,1,1,81,2,4,0,0
7268548,2019-02-04 18:00:00 UTC,fUiuB7SPD9QYApc5GYqFs2+IdzYPILeKDL8HEdGc1ek=,/d39FzqaM3PZzpoMXxA80PMICsVhzfL6MGSCqZtsQOo=,tO9dyvadKWMVQgEx/BXtRIYJ2TRJFQgwvcsBwFb4+xI=,1,1,1,17,2,0,1,0
7271359,2019-02-03 14:00:00 UTC,fUiuB7SPD9QYApc5GYqFs2+IdzYPILeKDL8HEdGc1ek=,rrZveAGxgrsKF1qL65AmLVqda8Zbg24xqWyj34qac9c=,YgLMDTfMs7sh1Iy5Nw4pQ0nr3ua3zKwuyiRCZ6K2Kk8=,9,1,0,47,1,0,1,1
7272475,2018-12-18 18:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,dVKfHzCsi1dOBhd343bsUNF4dowsiANnvRBkWqToitg=,oBQcjuvxb1igUuzs30FJUDh2JuEVzx8I9z91muordF4=,6,1,0,18,1,0,1,1
7273787,2018-12-18 21:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,aQys6A/5FjGwd7dQ0KQ4h/5zmPrM7lbkwj2ZkuhMepo=,ZEJPntOsPwkr7ICbJkHRciPdB7uTZqX9mOH9zWktRWs=,1,1,0,7,1,0,1,0
7274152,2018-12-18 19:00:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,zX5HAUpRYC4F7YPNs5tUeBqVi++rEmPUfsAtHpoZmEQ=,d+V/98JM78Bz4u51TVH11RNZnV5N6IzhVfIrGjnNkr0=,20,2,0,7,1,0,1,1
7275796,2018-12-13 17:00:00 UTC,wj3v8rvBQTpK8FK47OdZghF74bEXjBl1YLas/7+Wp+k=,SkN/5zphtv5ctUPsh3QRmLCj0yp23MT9pzr5EDFZe/8=,bah3lgT+5RtqFjAfpUpEAstbr4ShrkZ3E38b+MCbGC0=,10,1,0,89,1,0,1,0
7276271,2018-12-19 21:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,8+Ui8a/IXrjCEk/AeDlbsOtigJFg7t61Q9NwMy8Qzhw=,MtGrB79bTgIwVIV3d82HvnkpLnrsVe6noIW+7+NWbB4=,19,2,0,21,1,0,1,1
7276831,2018-12-24 14:15:00 UTC,VsewuhSpWh5s4bIOAxIWatm3KnxDJRfdjB73LlqcKes=,VY6aXT7f64ny+uy4pszHVNSy3WHyoFPuhwToxBhB3wM=,/rWL21G89N1rb8h6kGRcnKgJe3Pl5y8zvSFjqQGapvk=,8,1,0,8,1,0,1,0
7277244,2018-12-13 16:30:00 UTC,RQClWrR9KkuJcWnx4PtHsvWczNNjroerrNiZ9YlSf/Q=,PZiMEThYIWDp5LXaqdNHdOfMunTBCS2DXk0x9ctcOzk=,YqVol5raA2YZ16ta31RRYMmwb9IdxfgpdxLYSua1e70=,2,1,0,146,1,0,1,0
7277616,2018-12-06 11:15:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,TvBq4rNq8Bfuxgn+XZqr6qR9rSetLyfNd6vwdxaOk28=,baaekjZ4Jm7eSHsRf0xCV7BCHhJ3q9f/Z6UtnH29WEs=,6,1,0,36,1,0,1,0
7277724,2018-12-17 16:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,KgVjZvzzM9YeUr6YdniKOUEu5U9A1qHrbdthvkqUg0s=,+itbO5G/qQKoe1xkkHNfxcyTau+EfV+A4rbn9sQvkoQ=,3,1,0,17,1,0,1,0
7277912,2018-12-22 20:45:00 UTC,m8YEBkYtpPjrlfIPFARTiM3pKLX7k55yoUIjhFPGEqI=,LeuXSh3STu/nWMAZErkg2yygA7NPJjux0zmz6eutQZM=,JwaXbtnl310Dzayayu6wHnwsF9yZCcaW5dEZ/h4sedg=,3,1,0,5,1,0,1,0
7280979,2018-12-04 16:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,c7CnB6hlM9deJD6GjunUMpgXQlPcGIKfVuzCTGSGiQ0=,+TKqoWdrKp1PuuWLK7aJLawlaUMWaA7h2yw15OgjNiQ=,4,1,0,10,1,0,1,0
7283432,2018-12-17 20:15:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,xCOPGQ151m467iuNwHOaIi4ZTipNvQ4/0wB+zcxGjLQ=,S7PUUllApRWuX+9rkjT+9mS6VaUjJ+bTJE+qrbG3j3c=,16,2,1,71,3,0,1,2
7284551,2018-12-17 13:00:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,Gxwblz42IsMsZNyQ/o1AOV2zvb9lGbE/lk8NAHtE3uc=,04uKEabIH7nm/kEuqiDYFc+dG4NnDWKqJuxNuwxgjqw=,5,1,1,68,3,2,0,0
7284631,2018-12-06 09:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,ZilXWSbduOENN7B3A3JpDKyx61nNdU+D7av0CVJeIL0=,+p3IiXUAqQB5tfWYs32seAzGL6i1bgKaZUBfds5yl+8=,8,1,0,6,1,0,1,2
7284761,2018-12-18 21:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,YHd/e3w70NYiywYoX7X1Iv07iYY6CT1jAd9BayAdg7o=,oz3m9Huw6/hz8psvU4hPwan86Xjr05IqJTtuldf8ifw=,7,1,0,20,1,0,1,2
7285765,2018-12-25 09:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,uL6KHETQYCoqBED2zQuy+zkxtwJwdoa9myALWa6dHRE=,sxXioFu6hYp9aZNzVyvS4ZZOkJbqJQd+2HLWUDA2Jvk=,1,1,0,86,1,0,1,0
7285945,2018-12-25 12:45:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,OByIaYY/56y05bpjY1K3Dg+OS32Y/fB3yVjKfBqFIIY=,+A31QLZAJ6BBF2KGgSwbSCImtFF9XZTei6CNR4N9WfY=,7,1,0,51,1,0,1,0
7286548,2018-12-27 16:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,WMgUXcGDQCwsVgpqW00m0nL9vzTUYdkN6Cbdtg8M29k=,ZF8FDf4QXhN8JoIYVvuU2Vlvct/7D1ig0uqCFIMWL84=,14,1,0,32,1,0,1,4
7286964,2018-12-25 08:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,u4qhRZS44vAj0iPcn0h6LtwpEu5xpKwVBOXYhTziua8=,IYphr3dzD2XhZMKc0lpkc8SNaa3v+gYl1MCrLF6Xd5A=,2,1,0,12,1,0,1,0
7288109,2018-12-27 09:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,hWfAiJgEzK9NSh1jxPBGRiCGV+lYwQ/qoXFxJbFyoWM=,kXgJgZpN1J6lMPM4ywFZvwOWbfz63I/n/lfUtBskmW4=,9,1,0,12,1,0,1,2
7288534,2018-12-25 08:30:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,UvC6kSISYOndybh30jYllToowJOirq81gPZsMmHnsNo=,3/A++grUODx43MJXXXt/U42/Sx4k5PhsAakAYf4q6c8=,27,2,0,19,1,0,1,2
7289191,2018-12-17 20:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,uwQG8/ZoR1/zZTjWe3OIyW1B3Qqs58hnkYXRteZxUxU=,OpfLyY9KUmMu7TPaLem34SGxuf/WV3gc0G8Os5f/26M=,3,1,0,44,1,0,1,0
7290422,2018-12-04 17:15:00 UTC,9SgNlDjJycgGdjrzBt7AZBN6AFHupfn3ewBDfAWsNdQ=,cWGivrZDSwN5LiL2G27HYCmyOuUeAhMIchLIraXiV8Q=,JQdBTkb97Bn5vxDM+Wq/9JuAStXqFYY3ZImcQJ9rsIc=,9,1,0,6,1,0,1,0
7294320,2018-12-06 10:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,CsEbUU6ye3MWlxUXRNZ6czmGLlt70mRKs5S2ZyYEn7E=,3kNXfDBWTpB0KgsN8YBt0xVWfmFzZfHilT+wPUDFGtc=,3,1,0,39,1,0,1,0
7296562,2018-12-19 11:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,iCI6VPG9JvYhgJi7cBepbWJUtUoFgOO/HrhSwkumLO8=,ushIQisMUovBGOyIMkSDbCl/asAUjNA9udsrC9mzKkk=,2,1,0,61,1,0,1,0
7296879,2018-12-11 09:15:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,v0QQMEqKJpDj2celSchjacrZA92MTrfjIWGDYbugu6k=,H/Wo2/zDYHymeSbo3CsKGxqegMTJtdBLQtmVEqYfY1Y=,1,1,0,75,1,0,1,0
7297170,2018-12-13 12:45:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,eckDRfpc73OUXcSW4vV+4Y6JZaIfSERP9bUZIrNtLyM=,289ZZ1wczXibWffxYwhCgWWRBUEyUIHgqP9sstyMfB0=,1,1,0,7,1,0,1,0
7297304,2018-12-20 20:30:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,E1brbms8OjC9eR5b/1BQp/6KHCwAlnOG7ZFwXV8S/5U=,CdRRGPLiO9F4lgV3Y7zsHqoG/sGsM57qDdCD1thbPLE=,1,1,0,142,1,0,1,0
7297781,2018-12-10 13:15:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,iR/AOYg/j6ctQJGnJIXHTiMRzlEOiaYPCPqKyExkDcM=,80,4,0,9,1,0,1,2
7298492,2018-12-18 11:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,aiQx7FTmtkEzQOA5cGnbKrlqzKkK4IAgGnwNsgrBuC4=,xeKdqN7BNnK1RkpjhavFfFqXztD9kU0imnRMZ0MQi6M=,9,1,0,20,1,0,1,0
7300040,2018-12-04 17:00:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,V+g9Veh447rxTQ4761Lvccc9KGxXM6jr5uQP8TTpYBA=,KIzRZE2X9Tcm/hMxssdDNnjJ9NWqsyN54HFCeKOYQw4=,3,1,0,69,1,0,1,0
7302036,2018-12-24 20:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,NNDeofPcfsq3nkylBjexLeCKrf/SETj91zj7YGiS0FE=,0D2sganhUGhz0Xy2unjFK0xBgU9xyYooip3xOe/1cZc=,10,1,0,185,1,0,1,2
7302425,2018-12-15 19:45:00 UTC,+cJPYP5VKQfAqaO1BQEUKQITXgLwTT76pci8kkLokJE=,zX5HAUpRYC4F7YPNs5tUeBqVi++rEmPUfsAtHpoZmEQ=,d+V/98JM78Bz4u51TVH11RNZnV5N6IzhVfIrGjnNkr0=,7,1,0,6,1,0,1,0
7303081,2018-12-25 12:30:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,gxF+eTDkLaixhj4c0E7naTGKsyFVNl3v7wtMLMdGzmk=,LDMd8Ts0R9r3pmU8JaETf2TyRF5vtPhIXLkP66cIKTI=,3,1,0,11,1,0,1,0
7304251,2018-12-20 15:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,gpzB0k8E8rfNWqMLhPK2MTqX0O3neWD2M7U3NuU1SJ8=,2vMNRdEWRelx2egrxXrpUkrMppLmO+Si06T2roYTBHw=,3,1,0,132,1,0,1,0
7305492,2018-12-05 11:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,jvSzlPLRjqqstMszjfw2Y1+0IOmVTo8P8l/rpJzPgNU=,JwKyY0MFauH4Jkcszbq9/P/ng4r5eiZTs/DlfksuKGw=,5,1,0,32,1,0,1,1
7307059,2018-12-23 21:30:00 UTC,YlhDYVQs+h4fH/0ZkYUXVFmEGDAtnUVbk+veoR9PCR0=,8jkEHU4ZGZRzZmBTkQGDvsyLjZIUExZmATnB5Xh7RnE=,2JDQG5dYjEUPh16SYn2N+CUcJIQ5jXoyD2GTcOXn67k=,17,1,0,22,1,0,1,3
7307941,2018-12-10 13:00:00 UTC,fQnb3lzosPacNsUgP6E/+mfKEbXYYiDifqRell7OiIQ=,JZfQaPLUEZBed+XMOOWufLndpgukChiiKsqH/d+cxlI=,loOm9+4ANbNyDMCXUH62eDQZUmyowdxeh4Dj0iCCPls=,33,2,0,9,1,0,1,2
7309303,2018-12-25 09:00:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,mzSnT1CgsdPVx0yFebyrR837l1a+t4MBMugTwpmRQ7g=,9m80FVHQqYITdCM+bm+nnkXxQMB0SFHdJpWb2FpYTqo=,2,1,0,18,1,0,1,0
7309495,2018-12-25 13:00:00 UTC,dT6MCCk97cFngXtRX63bS87OijiKgJpKlCwykYzc1Wo=,tcefpcahExZLA6gms/r4H1DHPHzmBUwg8h7hfNlV4sc=,U8f0ZAxAl9JouIGA1W13Z6o4HnuOOp0CvJyvKPNTnTo=,1,1,0,12,1,0,1,0
7312973,2018-12-18 12:45:00 UTC,Wukk7jaUyRT+9slno5E2dfl2MmGu8gr9fm/VZfbMjds=,cvnGl+iUiKphfjbPcE0G7/HRE/Q51L3w0x0WhVLy1cs=,6d9sD7gVHLE95sAf4IYgq+IMQAOh/hfLyISOBvld3fc=,5,1,0,6,1,0,1,0
